('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Lord', 'Darklyn'))
('fire.txt', 'PERSON', ('Lady', 'Mooton'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Septa', 'Ysabel'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Speakers'))
('fire.txt', 'ORGANIZATION', ('Wise', 'Women'))
('fire.txt', 'PERSON', ('Prudence', 'Celtigar'))
('fire.txt', 'PERSON', ('Rosamund', 'Ball'))
('fire.txt', 'PERSON', ('Ser', 'Joffrey', 'Doggett'))
('fire.txt', 'PERSON', ('Ser', 'Gyles', 'Morrigen'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Jonquil', 'Darke'))
('fire.txt', 'ORGANIZATION', ('Scarlet', 'Shadow'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Mother', 'Above'))
('fire.txt', 'PERSON', ('Queen', 'Regent'))
('fire.txt', 'PERSON', ('Lord', 'Rogar'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Longbow', 'Hall'))
('fire.txt', 'PERSON', ('Queen', 'Visenya'))
('fire.txt', 'PERSON', ('Lady', 'Prudence', 'Celtigar'))
('fire.txt', 'PERSON', ('Lord', 'Grafton'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('High', 'Hill'))
('fire.txt', 'PERSON', ('Blackwater', 'Way'))
('fire.txt', 'ORGANIZATION', ('Muddy', 'Way'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Maegor', 'Towers'))
('fire.txt', 'PERSON', ('Acorn', 'Hall'))
('fire.txt', 'PERSON', ('Lady', 'Jennis', 'Templeton'))
('fire.txt', 'PERSON', ('Stoney', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'PERSON', ('Daemon', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Aerea', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Lord', 'Franklyn'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Septon', 'Oswyck'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Regent'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Ser', 'Merrell', 'Bullock'))
('fire.txt', 'PERSON', ('Ser', 'Merrell'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Ser', 'Merrell'))
('fire.txt', 'PERSON', ('Ser', 'Alyn'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'ORGANIZATION', ('Free', 'Cities'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Yi', 'Ti'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Lord', 'Franklyn'))
('fire.txt', 'PERSON', ('Alys', 'Westhill'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Septon', 'Mattheus'))
('fire.txt', 'PERSON', ('Daemon', 'Velaryon'))
('fire.txt', 'PERSON', ('Qarl', 'Corbray'))
('fire.txt', 'PERSON', ('Lord', 'Daemon'))
('fire.txt', 'PERSON', ('Lord', 'Qarl'))
('fire.txt', 'PERSON', ('Septon', 'Mattheus'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Lord', 'Donnel'))
('fire.txt', 'PERSON', ('Manfryd', 'Redwyne'))
('fire.txt', 'PERSON', ('Joffrey', 'Doggett'))
('fire.txt', 'ORGANIZATION', ('Scarlet', 'Shadow'))
('fire.txt', 'PERSON', ('Jonquil', 'Darke'))
('fire.txt', 'PERSON', ('Septon', 'Mattheus'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Archmaester', 'Goodwyn'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Donnel', 'Hightower'))
('fire.txt', 'PERSON', ('Lord', 'Donnel'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Lord', 'Donnel'))
('fire.txt', 'PERSON', ('Lord', 'Donnel'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Septon', 'Alfyn'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Speakers'))
('fire.txt', 'PERSON', ('Lord', 'Donnel'))
('fire.txt', 'PERSON', ('Septon', 'Alfyn'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Donnel'))
('fire.txt', 'PERSON', ('Septon', 'Mattheus'))
('fire.txt', 'PERSON', ('Septon', 'Alfyn'))
('fire.txt', 'PERSON', ('Septon', 'Alfyn'))
('fire.txt', 'PERSON', ('Three', 'Towers'))
('fire.txt', 'ORGANIZATION', ('Summer', 'Isles'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('Dornish', 'Marches'))
('fire.txt', 'ORGANIZATION', ('Horn', 'Hill'))
('fire.txt', 'PERSON', ('Lord', 'Dondarrion'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Ser', 'Gyles', 'Morrigen'))
('fire.txt', 'PERSON', ('Lord', 'Commander'))
('fire.txt', 'PERSON', ('Durran', 'Godsgrief'))
('fire.txt', 'PERSON', ('Lord', 'Rogar'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Maester', 'Kyrie'))
('fire.txt', 'PERSON', ('Maester', 'Kyrie'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'PERSON', ('Lord', 'Rogar'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Maester', 'Kyrie'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'PERSON', ('Lord', 'Rogar'))
('fire.txt', 'PERSON', ('Ser', 'Garon'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Vulture', 'King'))
('fire.txt', 'ORGANIZATION', ('Red', 'Mountains'))
('fire.txt', 'ORGANIZATION', ('Three', 'Sisters'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Daenerys'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Queen', 'Alyssa'))
('fire.txt', 'PERSON', ('Lady', 'Alayne', 'Royce'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Maester', 'Culiper'))
('fire.txt', 'ORGANIZATION', ('Old', 'Valyrian'))
('fire.txt', 'ORGANIZATION', ('Painted', 'Table'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Ser', 'Merrell', 'Bullock'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Samantha', 'Stokeworth'))
('fire.txt', 'PERSON', ('Alayne', 'Royce'))
('fire.txt', 'PERSON', ('Lianna', 'Velaryon'))
('fire.txt', 'PERSON', ('Lord', 'Staunton'))
('fire.txt', 'PERSON', ('Maester', 'Culiper'))
('fire.txt', 'PERSON', ('Septa', 'Maryam'))
('fire.txt', 'PERSON', ('Alayne', 'Royce'))
('fire.txt', 'PERSON', ('Sam', 'Stokeworth'))
('fire.txt', 'PERSON', ('Maester', 'Anselm'))
('fire.txt', 'PERSON', ('Maester', 'Culiper'))
('fire.txt', 'PERSON', ('Lord', 'Velaryon'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Maester', 'Anselm'))
('fire.txt', 'PERSON', ('Lord', 'Rego'))
('fire.txt', 'ORGANIZATION', ('Free', 'Cities'))
('fire.txt', 'PERSON', ('Lord', 'Velaryon'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Dragon', 'Tower'))
('fire.txt', 'PERSON', ('Maester', 'Anselm'))
('fire.txt', 'ORGANIZATION', ('Painted', 'Table'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Painted', 'Table'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Lord', 'Daemon', 'Velaryon'))
('fire.txt', 'PERSON', ('Lord', 'Daemon'))
('fire.txt', 'PERSON', ('Lord', 'Manfryd', 'Redwyne'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Daemon'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'PERSON', ('Lord', 'Darnold'))
('fire.txt', 'PERSON', ('Ser', 'Rymond'))
('fire.txt', 'PERSON', ('Donnel', 'Hightower'))
('fire.txt', 'PERSON', ('Lyman', 'Lannister'))
('fire.txt', 'PERSON', ('Ser', 'Myles', 'Smallwood'))
('fire.txt', 'PERSON', ('Acorn', 'Hall'))
('fire.txt', 'ORGANIZATION', ('Gods', 'Eye'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Stokeworth'))
('fire.txt', 'PERSON', ('Lord', 'Myles'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Prentys', 'Tully'))
('fire.txt', 'PERSON', ('Lady', 'Lucinda'))
('fire.txt', 'PERSON', ('Lord', 'Myles'))
('fire.txt', 'PERSON', ('Androw', 'Farman'))
('fire.txt', 'PERSON', ('Alysanne', 'Targaryen'))
('fire.txt', 'PERSON', ('Septa', 'Edyth'))
('fire.txt', 'PERSON', ('Septa', 'Maryam'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Daenerys'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('High', 'Hill'))
('fire.txt', 'PERSON', ('Lord', 'Redwyne'))
('fire.txt', 'ORGANIZATION', ('Golden', 'Wedding'))
('fire.txt', 'PERSON', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Mother', 'Above'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Lord', 'Franklyn', 'Farman'))
('fire.txt', 'PERSON', ('Lord', 'Franklyn'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Fever', 'River'))
('fire.txt', 'ORGANIZATION', ('Red', 'Mountains'))
('fire.txt', 'GPE', ('Cape', 'Wrath'))
('fire.txt', 'ORGANIZATION', ('Shield', 'Islands'))
('fire.txt', 'PERSON', ('Lord', 'Farman'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Smallwood'))
('fire.txt', 'PERSON', ('Lord', 'Smallwood'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Ser', 'Willam'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Summer', 'Isles'))
('fire.txt', 'PERSON', ('Yi', 'Ti'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'ORGANIZATION', ('Old', 'Valyria'))
('fire.txt', 'PERSON', ('Alys', 'Westhill'))
('fire.txt', 'PERSON', ('Jaehaerys', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Lord', 'Albin', 'Massey'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Massey'))
('fire.txt', 'ORGANIZATION', ('Hundred', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'PERSON', ('Jaehaerys', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Great', 'Code'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Alysanne', 'Targaryen'))
('fire.txt', 'PERSON', ('Lady', 'Jennis', 'Templeton'))
('fire.txt', 'PERSON', ('Lord', 'Mullendore'))
('fire.txt', 'PERSON', ('Lady', 'Prunella', 'Celtigar'))
('fire.txt', 'PERSON', ('Uther', 'Peake'))
('fire.txt', 'PERSON', ('Lord', 'Redwyne'))
('fire.txt', 'ORGANIZATION', ('Lion', 'Gate'))
('fire.txt', 'PERSON', ('Ser', 'Robert'))
('fire.txt', 'PERSON', ('Ser', 'Simon', 'Dondarrion'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Daenerys'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Jonquil', 'Darke'))
('fire.txt', 'PERSON', ('Ser', 'Harys', 'Hogg'))
('fire.txt', 'PERSON', ('Ser', 'Alyn', 'Bullock'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'PERSON', ('Ser', 'Borys'))
('fire.txt', 'PERSON', ('Ser', 'Garon'))
('fire.txt', 'PERSON', ('Ser', 'Ronnal'))
('fire.txt', 'PERSON', ('Ser', 'Guyle'))
('fire.txt', 'PERSON', ('Ser', 'Alastor', 'Reyne'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Ser', 'Lucamore', 'Strong'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'GPE', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Septa', 'Lyra'))
('fire.txt', 'PERSON', ('Rogar', 'Baratheon'))
('fire.txt', 'ORGANIZATION', ('Lords', 'Arryn'))
('fire.txt', 'PERSON', ('Mara', 'Manderly'))
('fire.txt', 'PERSON', ('Lord', 'Theomore'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Daenerys'))
('fire.txt', 'ORGANIZATION', ('Golden', 'Tooth'))
('fire.txt', 'PERSON', ('Tarbeck', 'Hall'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Jaehaerys', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('House', 'Estermont'))
('fire.txt', 'GPE', ('Cape', 'Wrath'))
('fire.txt', 'PERSON', ('Larissa', 'Velaryon'))
('fire.txt', 'PERSON', ('Lady', 'Larissa'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Estermont'))
('fire.txt', 'PERSON', ('Lady', 'Larissa'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Alys', 'Westhill'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'PERSON', ('Ser', 'Willam'))
('fire.txt', 'ORGANIZATION', ('Velvet', 'Hills'))
('fire.txt', 'PERSON', ('Ser', 'Willam'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'PERSON', ('Myles', 'Smallwood'))
('fire.txt', 'PERSON', ('Ser', 'Willam'))
('fire.txt', 'PERSON', ('Ser', 'Lucamore', 'Strong'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Myles', 'Smallwood'))
('fire.txt', 'PERSON', ('Alys', 'Westhill'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'ORGANIZATION', ('Summer', 'Sea'))
('fire.txt', 'GPE', ('Great', 'Moraq'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'ORGANIZATION', ('Lonely', 'Light'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'PERSON', ('Lady', 'Alys'))
('fire.txt', 'PERSON', ('Ser', 'Norman', 'Hightower'))
('fire.txt', 'PERSON', ('Autumn', 'Moon'))
('fire.txt', 'PERSON', ('Ser', 'Eustace', 'Hightower'))
('fire.txt', 'PERSON', ('Lady', 'Meredith'))
('fire.txt', 'PERSON', ('Alys', 'Westhill'))
('fire.txt', 'PERSON', ('Lady', 'Elissa'))
('fire.txt', 'PERSON', ('Lord', 'Donnel'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Alys', 'Westhill'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Donnel'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Elissa', 'Farman'))
('fire.txt', 'PERSON', ('Lord', 'Hightower'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'PERSON', ('Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Daenerys'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Lord', 'Corbray'))
('fire.txt', 'PERSON', ('Rego', 'Draz'))
('fire.txt', 'ORGANIZATION', ('Blackwater', 'Bay'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Lucamore', 'Strong'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Aerea', 'Targaryen'))
('fire.txt', 'PERSON', ('Maester', 'Benifer'))
('fire.txt', 'PERSON', ('Lord', 'Redwyne'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Grand', 'Maester'))
('fire.txt', 'PERSON', ('Aerea', 'Targaryen'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Father', 'Above'))
('fire.txt', 'PERSON', ('Maester', 'Benifer'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'ORGANIZATION', ('Velvet', 'Hills'))
('fire.txt', 'ORGANIZATION', ('Disputed', 'Lands'))
('fire.txt', 'PERSON', ('Aerea', 'Targaryen'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Queen', 'Alysanne'))
('fire.txt', 'PERSON', ('Lord', 'Rego'))
('fire.txt', 'PERSON', ('Queen', 'Rhaena'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Aerea'))
('fire.txt', 'PERSON', ('Lady', 'Elissa', 'Farman'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'PERSON', ('King', 'Aegon'))
('fire.txt', 'PERSON', ('Aerea', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Black', 'Dread'))
('fire.txt', 'PERSON', ('Septon', 'Barth'))
